ResponseId,survey_year,primary_affiliation,commute_miles,calculated_distance_mi,days_walk,days_bike,days_drive_alone,days_carpool,days_bus,days_other,weekly_trips,carpool_occupants,parking_location,cross_streets,university_residence,gender,ethnicity,lives_in_university_housing,enrollment_status,age,yearly_home_trips,vehicle_type,student_classification,campus_location,permanent_zipcode,parking_permit,home_travel_mode,latitude,longitude
R_7hmBNZN0NnS894b,2024,Student,1.0,,1,0,0,0,5,0,6,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),59801,,Car (alone),,
R_1ZDLr6VqHHVYISt,2024,Student,3.0,3.307193836593768,0,0,3,0,0,0,3,,On-street parking close to campus that does not require a UM permit,Otis and Shakespeare,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,,Plane,46.89153,-114.0093
R_3ls0XQd4LXARRt7,2024,Student,5.0,9.12953448797569,0,0,3,0,0,0,3,,Permit parking on campus,Grant creek and Elyn loop,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,17-24,,Gas - SUV,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,,46.95681,-114.00744
R_3sQak3PWbv0vWjD,2024,Student,0.5,,0,5,0,0,0,0,5+,,Do not drive to campus,Kiwanis and Front street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,,
R_1jm7N9cGWSj7vJ9,2024,Student,0.7,0.9613287741364853,0,0,0,0,5,0,5,,Permit parking on campus,East Front St & Washington ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,11 or more,,Graduate Student,Mountain Campus (Main Campus),,,Car (alone),46.86942,-113.99174
R_5TZhfJwJFb9wwtg,2024,Student,1.0,,0,5,0,0,0,0,5,,Do not drive to campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,,
R_6qWBIthC1dIqUlF,2024,Student,1.0,,0,4,0,0,0,0,6,,Hourly pay parking on campus,,Elliot Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Junior,Mountain Campus (Main Campus),59801,,,,
R_30Toebu8AizBJll,2024,Faculty,3.0,2.3907040411383558,0,0,4,0,0,0,4,,Permit parking on campus,Wyoming & Russel,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Electric hybrid,,Mountain Campus (Main Campus),,Faculty / Staff,,46.87193,-114.01851
R_7pGwn8W3VgyRw4F,2024,Student,0.1,,0,5,0,0,0,0,15,,Do not drive to campus,,Helena Court,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Senior,Mountain Campus (Main Campus),59801,,,,
R_1EsnCWpLCNhkG3u,2024,Student,0.75,0.983015902617905,5,0,0,0,0,0,5,,Do not drive to campus,Front & Clay,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Senior,Mountain Campus (Main Campus),,,Plane,46.8695,-113.99227
R_3FPusZG14MtYOWx,2024,Student,1.0,1.4735621859812746,0,0,5,0,0,0,5,,Permit parking on campus,cregg and orange,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,11 or more,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),46.87046,-114.00271
R_7ghb4zzl25NonTE,2024,Staff,1.25,,3,0,0,0,2,0,4,,Do not drive to campus,S 2nd St W & Orange,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,,
R_7O6ofB5zUWr9zqL,2024,Student,1.0,,6,0,0,0,0,0,12,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),,,Carpool with others from UM,,
R_5v1lUr2whBywhHz,2024,Faculty,3.0,4.160933755178637,0,0,5,0,0,0,5,,Reserved parking on campus,Mullan ans Reserve ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,,Missoula College,,Reserved,,46.88506,-114.03934
R_6ifVchBUqXRAg8h,2024,Student,0.5,1.3004701889313217,0,0,0,3,0,0,3,1,Do not drive to campus,Beckwith and Stephens,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86175,-114.00549
R_3AXq3O0JavcyOYA,2024,Student,1.0,,7,0,0,0,0,0,0,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),59018,Student: Full Year,Car (alone),,
R_3znu2nnN2QtmTJL,2024,Student,4.0,3.5803920137705423,0,0,3,0,0,0,3-4,,Hourly pay parking on campus,Rattlesnake dr & Lincoln hills,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Electric hybrid,Senior,Mountain Campus (Main Campus),,Student: Half Year,,46.8961,-113.96568
R_3ZoQvuReOxkD3pf,2024,Staff,2.0,2.339451801766091,0,0,0,1,2,0,4,1,On-street parking close to campus that does not require a UM permit,Cooper and Shakespeare ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.87903,-114.00934
R_5ZPljOseDs9KcQb,2024,Student,1.0,,0,0,0,0,5,0,15,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,Multiracial or Biracial,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),59801,,Car (alone),,
R_68TinFcxwgYtNUR,2024,Student,1.0,0.9170020181295826,0,0,0,6,0,0,6,1,Permit parking on campus,front and adams,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Junior,Mountain Campus (Main Campus),,Student: Half Year,Plane,46.86926,-113.99054
R_6uHyP8Sn3RQdiOS,2024,Student,2.0,2.9206548524681124,0,0,0,5,0,0,5,1,Permit parking on campus,South and Johnson ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,17-24,,,Freshman,Mountain Campus (Main Campus),,Student: Full Year,,46.84884,-114.02795
R_1gXhRmGrpv6ct2h,2024,Student,5.0,,0,0,0,6,0,0,7,2,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Junior,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),,
R_7rwv0UJrqVs0prh,2024,Student,1.0,,0,1,0,0,4,0,5,,Do not drive to campus,,Toole Villages,Non-binary,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,Graduate Student,Mountain Campus (Main Campus),59801,,,,
R_3QZV2JzvBt6zEY1,2024,Student,1.0,,4,0,0,0,0,0,1,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),59801,Reserved,Car (alone),,
R_1G0v7zWFtoZEUB5,2024,Student,1.0,,7,0,0,0,0,0,,,Do not drive to campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Sophomore,Mountain Campus (Main Campus),59801,Student: Half Year,Plane,,
R_1Y4DIWLz19sOTVn,2024,Student,3.0,2.645699779573565,0,5,0,0,0,0,5,,On-street parking close to campus that does not require a UM permit,S Garfield & W Central,,Female,Black or African American,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Freshman,Mountain Campus (Main Campus),,,,46.85066,-114.02434
R_5qCTvf1LLd2go1s,2024,Student,2.0,,0,0,0,0,5,0,6,,Hourly pay parking on campus,Wyoming and Hickory,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Sophomore,Mountain Campus (Main Campus),,,Car (alone),,
R_7uQhR8kj1HfhvkE,2024,Student,8.0,,0,0,5,0,0,0,5,,Missoula College parking lot,Karra Ct & ,,Non-binary,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Junior,Missoula College,,Student: Half Year,,,
R_5wiz89NeKGhSzzi,2024,Student,,,2,5,0,0,0,0,,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Freshman,Mountain Campus (Main Campus),01742,,Plane,,
R_5GIJhF8qJIl5VMi,2024,Student,1.0,0.983015902617905,5,0,0,0,0,0,5,,On-street parking close to campus that does not require a UM permit,Clay and front ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,6-10,,Junior,Mountain Campus (Main Campus),,,Plane,46.8695,-113.99227
R_7Pouz9z6V5GAZF0,2024,Student,10.0,,0,0,2,0,0,0,2,,Permit parking on campus,Hwy 12 & Hwy 93,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,40-49,,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Half Year,,,
R_3H758tlj3oyCygn,2024,Student,1.0,,0,0,0,0,5,0,6,,On-street parking close to campus that does not require a UM permit,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Senior,Mountain Campus (Main Campus),84663,,Car (alone),,
R_6r6QTNpnDBazoWQ,2024,Student,1.5,,0,0,0,2,3,0,5,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),59801,,Car (alone),,
R_3BaFumKfYFM4Luc,2024,Student,1.0,0.9170020181295826,0,0,0,5,0,0,5,1,Permit parking on campus,Front & Adams,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),,"Student: Half Year,Carpool",Plane,46.86926,-113.99054
R_3SIuxyAusN3cCrM,2024,Student,5.0,4.160933755178637,0,0,7,0,0,0,6,,Permit parking on campus,Mullan and reserve ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,3-5,Gas- sedan,Senior,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),46.88506,-114.03934
R_6MwYGCbBPmPlHR7,2024,Student,0.25,,4,3,0,0,0,0,7,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Sophomore,Mountain Campus (Main Campus),97301,,Other,,
R_6mQQ4INT9eQ09pc,2024,Student,3.0,3.10328196952338,0,4,0,0,0,0,4,,Permit parking on campus,Curtis and Trail street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Junior,Mountain Campus (Main Campus),,Student: Half Year,,46.87016,-114.03163
R_1LuMBSctyj4BJjS,2024,Student,0.0,,0,7,0,0,0,0,0,,Do not drive to campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),59601,,Carpool with others from UM,,
R_3P70U2Hav4uGyND,2024,Student,1.0,0.8200281220815673,0,0,2,0,0,0,3,,Permit parking on campus,E Broadway & Van Buren,,Male,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - truck,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,,46.86875,-113.98278
R_3DTcALA55ZbHTjs,2024,Student,1.0,,0,0,1,2,3,0,3,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),98251,,Car (someone from home drives to campus and picks you up),,
R_3ny9g84dGQrUE25,2024,Student,1.0,1.1506888137419395,0,0,0,0,4,0,3-5,,Do not drive to campus,south and hilda,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Junior,Missoula College,,,Car (someone from home drives to campus and picks you up),46.84882,-113.99247
R_5Bg1PtuI2PUjK7s,2024,Student,0.8,,0,5,0,0,0,0,6,,Do not drive to campus,,Toole Villages,Male,Multiracial or Biracial,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),59801,,,,
R_1lMub7R6JApv5RH,2024,Student,1.0,0.983015902617905,0,0,2,2,0,0,5,2-3,Permit parking on campus,Front St & Clay,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,3-5,Gas - truck,Senior,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.8695,-113.99227
R_1PNLXxg7m5WBdq5,2024,Student,2.0,3.6494301765574844,0,0,2,0,0,0,2-3,,On-street parking close to campus that does not require a UM permit,Palmer and Broadway,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,,,46.88704,-114.02677
R_5PuSK6RJ9zkYf4D,2024,Staff,1.0,,2,0,0,0,3,0,5,,On-street parking close to campus that does not require a UM permit,,Toole Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),59801,,,,
R_7kLF8kddSsOJFiZ,2024,Student,1.0,1.6305290855763457,0,0,5,0,0,0,5,,Permit parking on campus,Greenough Dr w and Peggio lane,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas- sedan,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,,46.87722,-113.97993
R_1FJT9TYaa9x9f8Z,2024,Student,3.5,4.160933755178637,0,0,0,5,0,0,5,1,Other,Mullan and N Reserve,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Junior,Mountain Campus (Main Campus),,,,46.88506,-114.03934
R_6hepFuJHhBKVEbf,2024,Student,2.0,2.8399879510783586,0,0,0,0,3,0,3,,Hourly pay parking on campus,Wyoming and Orange,,Male,Multiracial or Biracial,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),,,Car (alone),46.87197,-114.02626
R_1Hp5rCsPZAWqWDk,2024,Student,5.0,3.1716565249137503,0,0,5,0,0,0,5,,Permit parking on campus,Rogers Shakespeare ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - truck,Senior,Mountain Campus (Main Campus),,Student: Full Year,,46.88988,-114.0093
R_1irf4iRcDOOR30D,2024,Student,1.5,1.7417411219980352,0,5,0,0,0,0,10,,Do not drive to campus,Agnes & Higgins,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Junior,Mountain Campus (Main Campus),,,,46.84338,-113.99733
R_7FPytO1BqfjgE3G,2024,Faculty,1.0,1.2117989762554597,0,3,0,0,0,0,4,,Permit parking on campus,monroe and poplar,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.87291,-113.9819
R_3kNFsJ88NEVMHDz,2024,Student,1.0,1.3080804117673346,0,0,1,0,4,0,6,,Do not drive to campus,South and Higgins,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Gas - SUV,Senior,Mountain Campus (Main Campus),,,Car (alone),46.84882,-113.99738
R_3KvbCBSKMFBeILn,2024,Staff,10.0,,0,3,4,0,0,0,6,,Permit parking on campus,HWY 210 and Chumrau Loop,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Mountain Campus (Main Campus),,"Faculty / Staff,Motorcycle",,,
R_1lJsgZRea3WXN9E,2024,Student,0.8,1.249583408076288,1,1,0,0,1,0,3,,Do not drive to campus,Pattee & Pine,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.87269,-113.99202
R_60IutqZZShzO7I8,2024,Student,1.0,0.8011056173794774,4,0,2,0,0,0,10,,Hourly pay parking on campus,Keith & Higgins ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - truck,Graduate Student,Mountain Campus (Main Campus),,,,46.85808,-113.99744
R_3NKwKfi7SDz1EMU,2024,Student,21.0,,0,0,5,0,0,0,5,,Hourly pay parking on campus,,,Male,Multiracial or Biracial,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - truck,Freshman,"Mountain Campus (Main Campus),Missoula College",,,,,
R_7g1GxDjvzXpUJqw,2024,Student,1.0,1.107139005001195,3,0,0,2,0,0,5,2,Do not drive to campus,Greenough and Spruce,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.87199,-113.9851
R_11As4piffrl8TMX,2024,Student,0.7,,2,4,0,0,0,0,12,,Hourly pay parking on campus,Front street and madison street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,,
R_6kV9dIGPh2IQc37,2024,Student,5.0,5.005859220842368,0,0,5,0,0,0,5,,Permit parking on campus,reserve and broadway,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,3-5,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.89905,-114.03928
R_6dwjoqO3uAiq0QF,2024,Faculty,6.0,7.218609787827678,0,0,0,0,5,0,5,,Permit parking on campus,Lower Miller & Hobson Ln ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.81392,-114.07599
R_3xEoGRhqS1y0Gqt,2024,Student,6.0,4.529276915102529,0,0,3,2,0,0,8-9,1,On-street parking close to campus that does not require a UM permit,Hillview & Village View,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,11 or more,Gas - truck,Junior,Mountain Campus (Main Campus),,,Carpool with others from UM,46.82162,-114.02849
R_5CUUJqMJ6FRYPOs,2024,Student,1.0,,0,0,0,0,7,0,4,,Do not drive to campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Senior,Mountain Campus (Main Campus),,,Car (alone),,
R_1w4JxqSxcBEQxq1,2024,Student,1.0,1.8884733469522286,0,0,0,0,7,0,7 ,,Hourly pay parking on campus,Sentinel and lester,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Sophomore,Mountain Campus (Main Campus),,,,46.84246,-113.99971
R_6qkaajYdEE1ZmIo,2024,Student,0.25,0.8779503869397145,0,5,0,0,0,0,5,,Other,Front and Jefferson,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Junior,Mountain Campus (Main Campus),,,,46.8691,-113.98937
R_5qapbTuoP325bZr,2024,Student,2.0,2.120609563782275,0,0,5,0,0,0,5,,Permit parking on campus,North Ave W & Oxford ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,6-10,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),46.85246,-114.01654
R_5puj8NQyqagsF9X,2024,Student,0.5,,0,0,1,0,4,0,2,,Permit parking on campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Senior,Mountain Campus (Main Campus),59457,Student: Full Year,Carpool with others from UM,,
R_3P3ouXHN4AWsuyt,2024,Student,50.0,,0,0,5,0,0,0,5,,Permit parking on campus,N Valley Creek Rd,,Male,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,11 or more,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),,
R_5qUOXwyMo0GfyE5,2024,Student,2.0,1.4535617026058854,0,0,0,3,0,0,4,0,Reserved parking on campus,Clarkia & Van Buren,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,,46.87427,-113.97569
R_1dnCdWFHut5w9M1,2024,Student,1.0,,0,7,0,0,0,0,12,,Do not drive to campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Part-time,17-24,,,Senior,Mountain Campus (Main Campus),,,,,
R_7rD5JwMU2puEjFq,2024,Student,1.5,2.1076832254784494,0,0,0,0,5,0,5,,Do not drive to campus,Harlem and Kern,,Prefer to not say,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Junior,Mountain Campus (Main Campus),,,,46.86116,-114.01825
R_6kRFYnkJK4lWoal,2024,Student,1.0,,0,0,0,0,6,0,20,,Do not drive to campus,,Lewis & Clark Villages,Male,A race/ethnicity not listed here,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),59801,,Plane,,
R_5rrxesoQ5uEE7a4,2024,Student,1.0,,2,0,0,0,4,0,5,,Do not drive to campus,Cregg Ln & Orange Street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),,,Car (alone),,
R_6eFg9fsR45AZ5tz,2024,Student,0.75,0.9621785426991682,0,5,0,0,0,0,6,,Do not drive to campus,plymouth & beckwith,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Junior,Mountain Campus (Main Campus),,,,46.85816,-114.00005
R_5CE0ymXZxzzRii5,2024,Student,54.0,,0,0,6,0,0,0,5,,Permit parking on campus,IDK,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas- sedan,Junior,Mountain Campus (Main Campus),,Student: Half Year,,,
R_5myF6haDSelKHpw,2024,Student,2.0,2.8628107856068157,2,0,0,0,3,0,5,,On-street parking close to campus that does not require a UM permit,Dickens and Charlo,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Graduate Student,Missoula College,,,Car (alone),46.88824,-114.00323
R_5CrsmXzq1i1rbtD,2024,Faculty,1.0,1.4268444827133193,0,5,0,0,0,0,4.5,,Hourly pay parking on campus,1st and Orange,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.86895,-114.00351
R_1GoVeVIYxFeR9s0,2024,Staff,2.0,2.2170577468960917,0,0,5,0,0,0,6,,Permit parking on campus,Hollis and Dixon,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.84027,-114.00435
R_62KrikEsen07MM0,2024,Student,15.0,,0,0,2,0,0,0,2-3,,On-street parking close to campus that does not require a UM permit,I live in Florence ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,11 or more,Gas - SUV,Graduate Student,Missoula College,,,Car (alone),,
R_3tridrZRHXX1ggV,2024,Student,0.0,,7,0,0,0,0,0,5,,Do not drive to campus,,Residence Hall on campus,Prefer to not say,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Freshman,Mountain Campus (Main Campus),59801,,Plane,,
R_1J6GdhKzr6I7Cgh,2024,Student,0.5,,5,0,0,0,2,0,0,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Freshman,"Mountain Campus (Main Campus),Missoula College",59801,,,,
R_7nj6FW3OzDxQ9XH,2024,Student,4.0,2.611870423611396,0,0,0,0,5,0,5,,Permit parking on campus,Carlin and Wyoming,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,11 or more,,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),46.87195,-114.02236
R_1lzgeJS9IMr1QUv,2024,Faculty,2.5,2.4140304843820446,0,7,0,0,0,0,6,,Do not drive to campus,Lolo & Greenough,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.88528,-113.97637
R_5wqk0wEGErAiTL3,2024,Student,0.0,,2,0,5,0,0,0,1,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Sophomore,Mountain Campus (Main Campus),59801,Student: Full Year,Car (alone),,
R_5Aqug9NY3ixeq4h,2024,Student,2.0,1.6668778686976042,0,0,2,0,0,0,2,,On-street parking close to campus that does not require a UM permit,Higgins and Mary,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - SUV,Senior,Missoula College,,,,46.84428,-113.99733
R_5emAo72T6iJCcB8,2024,Student,2.0,,0,3,2,0,0,0,5,,Hourly pay parking on campus,HWY 200 & Highton St,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Gas - SUV,Junior,Mountain Campus (Main Campus),,,Plane,,
R_12RzDcVtrVw2sNP,2024,Student,1.5,,0,0,2,3,2,0,7,,On-street parking close to campus that does not require a UM permit,,Lewis & Clark Villages,Non-binary,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Senior,Mountain Campus (Main Campus),59801,,Car (alone),,
