ResponseId,survey_year,primary_affiliation,commute_miles,calculated_distance_mi,days_walk,days_bike,days_drive_alone,days_carpool,days_bus,days_other,weekly_trips,carpool_occupants,parking_location,cross_streets,university_residence,gender,ethnicity,lives_in_university_housing,enrollment_status,age,yearly_home_trips,vehicle_type,student_classification,campus_location,permanent_zipcode,parking_permit,home_travel_mode,latitude,longitude
R_3De9R4omI28PjbO,2021,Staff,7.0,6.190730452087988,0,0,2,0,0,0,3.0,,Reserved parking on campus,Gharrett and Miller Creek,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - truck,,Mountain Campus (Main Campus),,Reserved,,46.80802,-114.04533
R_2XcZbilLaYrG0ls,2021,Student,12.0,,0,0,1,0,0,0,1.0,,Permit parking on campus,US93 and Ridgeway Dr in Lolo,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - truck,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,,,
R_1OuGdeNwBHKGTFq,2021,Staff,5.0,3.162670879360999,0,4,1,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,Colorado & Sommers,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Electric hybrid,,Mountain Campus (Main Campus),,,,46.8719,-113.93874
R_WB8zbbsixgrQYOl,2021,Staff,3.0,3.826271861904751,0,0,5,0,0,0,5.0,,Reserved parking on campus,Hillview & Shadow Lane,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,Gas - SUV,,Mountain Campus (Main Campus),,Reserved,,46.82815,-114.02281
R_ue5XW6wqq2ACQud,2021,Faculty,1.0,1.3004701889313217,0,0,4,0,0,0,4.0,,Reserved parking on campus,Stephens and Beckwith,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas- sedan,,Mountain Campus (Main Campus),,Reserved,,46.86175,-114.00549
R_2E11Cx435yUJgL9,2021,Staff,2.5,2.156682201675061,0,4,0,0,1,0,5.0,,On-street parking close to campus that does not require a UM permit,N 4th & Kennett,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.88198,-113.99626
R_2qxBLiHQH0ZVODV,2021,Staff,5.0,5.657758867524804,0,5,0,1,0,0,6.0,1,Do not drive to campus,Flynn and England,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,46.89736,-114.05528
R_2yroHGmS26NQwsT,2021,Staff,5.0,6.190730452087988,0,0,5,0,0,0,5.0,,Permit parking on campus,Miller Creek & Garrett ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.80802,-114.04533
R_1n6JXbEYkOGhJsg,2021,Student,2.0,,0,0,2,0,0,3,8.0,,Missoula College parking lot,,Elliot Villages,Non-binary,A race/ethnicity not listed here,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Part-time,17-24,,,Freshman,"Mountain Campus (Main Campus),Missoula College",59801,University Villages resident,,,
R_2PcnJnNrxF3uwXd,2021,Staff,14.0,,0,0,6,0,0,0,11.0,,Permit parking on campus,Highway 12 and highway 93,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Diesel - truck,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_42znI9KQzw4ElKV,2021,Student,3.0,2.8449798797677435,0,2,4,0,0,0,7.0,,Hourly pay parking on campus,Russel and McDonald ,,Male,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas- sedan,Junior,Mountain Campus (Main Campus),,,,46.83963,-114.01827
R_3hy97cauvZMw8Ox,2021,Faculty,8.0,7.96765588731878,0,0,5,0,0,0,5.0,,Permit parking on campus,Mullen & Grassland,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - truck,,Mountain Campus (Main Campus),,Faculty / Staff,,46.89151,-114.10145
R_26nf4g4uqWqyYyT,2021,Staff,7.0,,0,0,6,0,0,0,5.0,,Permit parking on campus,,,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),59804,Faculty / Staff,,,
R_3fxYcjSkd92pseo,2021,Staff,3.0,2.273999663953042,0,0,0,0,5,0,5.0,,Do not drive to campus,1st and Russell,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.86887,-114.01852
R_3lRGgIgvoquOPK5,2021,Staff,4.5,6.290094249835127,0,0,5,0,0,0,5.0,,Permit parking on campus,Linda Vista & Eldora Ln,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Electric hybrid,,Mountain Campus (Main Campus),,Faculty / Staff,,46.81795,-114.06216
R_3NCApXZPMdbjCJM,2021,Staff,0.0,1.5301528006153964,0,0,0,0,0,0,0.0,,Permit parking on campus,South and Park,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.84883,-114.00264
R_1mygt1wazGQFD5H,2021,Staff,3.0,2.7283625237237072,2,0,0,1,2,0,5.0,1,Do not drive to campus,34th and Stephens ,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,,Mountain Campus (Main Campus),,,,46.83796,-114.01315
R_3MhQ1xDyCepIafC,2021,Faculty,2.0,2.290308132035922,0,0,6,0,0,0,5.0,,Reserved parking on campus,Sherwood and Scott,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - truck,,Mountain Campus (Main Campus),,Reserved,,46.88001,-114.0063
R_dbWR6hSKTgyFAKB,2021,Faculty,8.5,10.219439941998894,0,0,5,0,0,0,5.0,,Permit parking on campus,Mullan Rd and Kona Ranch Rd,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.9007,-114.13412
R_yDgazwYYqsye5zP,2021,Student,1.0,1.1039374244337792,5,0,0,0,0,0,6.0,,On-street parking close to campus that does not require a UM permit,broadway and Washington,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.87125,-113.99113
R_3EZsDAm1cLMka4j,2021,Staff,3.0,3.5803920137705423,0,5,0,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,Rattlesnake & Lincoln Hills,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.8961,-113.96568
R_a5XFnOx4w5UldRL,2021,Staff,3.0,2.9388978682962392,0,3,1,0,1,0,5.0,,Permit parking on campus,Burns Stoddard,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.88395,-114.01539
R_2Bo3mbegSKmq1aN,2021,Staff,10.0,4.85455666225751,0,0,0,5,0,0,5.0,3,Reserved parking on campus,Miller Creek and Hwy 93,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,,,Mountain Campus (Main Campus),,Reserved,,46.83291,-114.0501
R_29vlcxGCrA9kGXh,2021,Student,2.0,,0,0,0,0,5,0,5.0,,On-street parking close to campus that does not require a UM permit,2nd & South Russel,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,,
R_3DvHmCsOOkLgiN8,2021,Staff,0.8,,4,0,1,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,,Craighead or Sisson Apartments (the Xs),Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),59801,,,,
R_3oXAxhjDGplDWb4,2021,Student,40.0,,0,0,4,0,0,0,4.0,,Permit parking on campus,detwiler rd and highway 93,,Male,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,Junior,Mountain Campus (Main Campus),,Student: Full Year,,,
R_1lsfX4i1WREQBm3,2021,Staff,2.0,2.310212521404248,0,0,5,0,0,0,5.0,,Permit parking on campus,Wylie and Rattlesnake Dr. ,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.88248,-113.96966
R_0wY1QESrs1q0lgZ,2021,Staff,4.8,5.345818967279831,0,0,5,0,0,0,5.0,,Other,Gharrett & Eastwood,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Missoula College,,,,46.81483,-114.03657
R_3sbkbAsSX4y2sHp,2021,Staff,2.0,2.500793795717432,0,5,0,0,0,0,5.0,,Do not drive to campus,Stoddard and Dickens,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.88394,-114.00324
R_25tfQ17SLuwfujl,2021,Student,1.0,1.0550274213404585,0,0,0,0,3,0,3.0,,Do not drive to campus,Front and Pattee,,Prefer to not say,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.8698,-113.9938
R_1loQI8kYhiUCCTq,2021,Student,2.0,1.8777738019547203,0,0,5,0,0,0,12.0,,Permit parking on campus,Bow and South,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,Electric hybrid,Senior,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.84882,-114.0096
R_D8DZwsMZQAdueXf,2021,Faculty,2.0,2.2095600609584247,0,0,0,5,0,0,5.0,one other person,Reserved parking on campus,Rattlesnake Drive and Herbert,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.88134,-113.96984
R_2ci5kG1Y27Koers,2021,Staff,2.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,Rattlesnake Drive and Dickinson Street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - truck,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_3MMvStHGD6IkcnU,2021,Faculty,35.0,,0,0,6,0,0,0,5.0,,Permit parking on campus,bitterroot valley,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_3KD6y8gM7DUrAAN,2021,Staff,4.0,4.706033429610388,0,0,4,0,0,0,4.0,,On-street parking close to campus that does not require a UM permit,Tamarack and Juniper,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,All electric,,Mountain Campus (Main Campus),,,,46.90695,-113.95778
R_2THr41GxZ4zsT9l,2021,Student,1.5,,0,1,0,3,2,0,8.0,,Do not drive to campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Sophomore,Mountain Campus (Main Campus),59801,,Plane,,
R_2V4orBCw7BCsXnB,2021,Faculty,35.0,,0,0,0,0,0,1,1.0,,On-street parking close to campus that does not require a UM permit,lookout trail & St. Mary Rd,,Male,Multiracial or Biracial,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,60+,,,,Mountain Campus (Main Campus),,,,,
R_30wTD4t1UrPi1lU,2021,Staff,3.3,,0,1,4,0,0,0,5.0,,Permit parking on campus,34th St. & Grant St. ,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_8cBFSAoXevdCGVX,2021,Student,1.0,1.597556129482349,0,5,0,0,0,0,7.0,,Do not drive to campus,6th and Ash,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86405,-114.00962
R_enyBTebKq2EXO7f,2021,Student,0.0,,5,0,0,2,0,0,8.0,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Freshman,Mountain Campus (Main Campus),59801,Student: Full Year,,,
R_1LolixxUfogb8SI,2021,Student,2.0,2.537433980555889,0,0,2,0,0,0,2.0,,Permit parking on campus,Sherwood & Bulwer,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Half Year,,46.88002,-114.01237
R_2pPHwvACpgXWNJT,2021,Faculty,115.0,,0,0,1,0,0,0,1.0,,Missoula College parking lot,Highland & Lamborn (Helena),,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,Gas- sedan,,Missoula College,,,,,
R_2uUpZRyYBfALgsQ,2021,Staff,3.0,2.9564764706428313,0,5,0,0,0,0,5.0,,Permit parking on campus,Rattlesnake and Dickinson,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",,50-59,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.88886,-113.96569
R_3lVXlt8hKcNfsNE,2021,Staff,7.0,5.810928093683447,0,0,5,0,0,0,6.0,,Reserved parking on campus,Reserve & I90,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.9125,-114.03458
R_1ieazuwXbmVHAz6,2021,Student,0.0,21.216712648654685,0,0,0,0,0,0,0.0,,Do not drive to campus,Mullan and Main,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,40-49,,,Graduate Student,Mountain Campus (Main Campus),,,,47.01348,-114.23124
R_2QtZCf6QPtHNXwC,2021,Student,2.0,1.7419029328265183,0,5,0,0,0,0,5.0,,Do not drive to campus,Holly and Van Buren,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.87657,-113.97231
R_2EF85WXrVxOf7wM,2021,Student,1.0,0.983015902617905,6,0,0,0,0,0,15.0,,Do not drive to campus,East Front and Clay,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Senior,Mountain Campus (Main Campus),,,Plane,46.8695,-113.99227
R_3MSX0WhEySJiUHq,2021,Faculty,0.1,0.37099777290541935,2,3,0,0,0,0,5.0,,Do not drive to campus,Helen & Daly,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,,,,,46.86104,-113.9909
R_2qeljDw72AboSOW,2021,Staff,3.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,East Missoula,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_24Ix9kKaLpNTKyu,2021,Student,1.0,0.872558913920039,5,0,0,0,0,0,5.0,,Do not drive to campus,Clay St & Levasseur St,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86771,-113.99324
R_30u6OHtIYSkvX5S,2021,Student,0.0,,2,0,0,1,0,0,1.0,,Reserved parking on campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Freshman,Mountain Campus (Main Campus),59801,Student: Full Year,Car (alone),,
R_OrQ65dqU7doVUQx,2021,Student,1.0,0.9621785426991682,0,3,0,0,0,0,4.0,,Hourly pay parking on campus,Plymouth & Beckwith,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.85816,-114.00005
R_1OeXcSeHsZTk6f7,2021,Student,3.0,3.0364442053248606,0,4,1,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,Scott and Rodgers,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,Graduate Student,Mountain Campus (Main Campus),,,,46.88933,-114.00626
R_2rIzb9emJzKSJAP,2021,Staff,2.0,,0,0,0,5,0,0,5.0,1 (baby),Permit parking on campus,N1st St W & Grand,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_1INvTCYGjzg4rYw,2021,Student,2.0,2.8399879510783586,2,0,0,3,0,0,5.0,1,On-street parking close to campus that does not require a UM permit,Wyoming and orange ,,Female,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),,,Plane,46.87197,-114.02626
R_3fkGTt5lfb7r3Xr,2021,Student,50.0,,0,0,3,0,0,0,3.0,,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,30-39,11 or more,Gas - SUV,Junior,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),,
R_Y2YblFfudNpCJdn,2021,Student,1.5,,0,0,1,0,5,0,5.0,,Hourly pay parking on campus,,Lewis & Clark Villages,Female,,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Graduate Student,Mountain Campus (Main Campus),59801,Lewis & Clark Villages resident,Car (alone),,
R_1FqSZu5GPT8oH7Z,2021,Student,2.0,1.527643243200695,0,2,0,0,0,0,2.0,,Do not drive to campus,5th and walnut,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86501,-114.0081
R_3G0nbhgbfyLcooV,2021,Student,0.7,,5,0,0,0,0,0,5.0,,On-street parking on campus that requires a UM permit,,Elliot Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,Senior,Mountain Campus (Main Campus),59801,University Villages resident,,,
R_1JDfevR704QkOCz,2021,Student,5.0,2.8399879510783586,0,0,5,0,0,0,5.0,,Permit parking on campus,wyoming and orange,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,Gas- sedan,Sophomore,Mountain Campus (Main Campus),,Student: Full Year,Plane,46.87197,-114.02626
R_wNut17fMzxqXBa9,2021,Student,10.0,7.449900341328556,0,0,5,0,0,0,12.0,,On-street parking close to campus that does not require a UM permit,Miller Creek and Lost Mine Loop,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,Graduate Student,Mountain Campus (Main Campus),,,,46.7823,-114.01147
R_2A10P0RBTWmWjzv,2021,Student,1.0,0.983015902617905,1,0,0,0,5,0,8.0,,Do not drive to campus,E front and clay,,Male,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Senior,Mountain Campus (Main Campus),,,Carpool with others from UM,46.8695,-113.99227
R_2wNuG2rQvDYca6K,2021,Student,0.0,,3,4,0,0,0,0,0.0,,Permit parking on campus,,Residence Hall on campus,Female,,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,11 or more,,Freshman,Mountain Campus (Main Campus),59801,Student: Full Year,Car (alone),,
R_SE29Ay4wj5QUXRf,2021,Student,0.5,,3,2,0,0,0,0,4.0,,Do not drive to campus,,Other (please specify),Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,25-29,1-2,,Graduate Student,Mountain Campus (Main Campus),59801,,Plane,,
R_3Jr8k2lLYBtkqGY,2021,Student,0.0,,6,0,0,0,0,0,0.0,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,1-2,,Senior,Mountain Campus (Main Campus),59330,Student: Full Year,Car (alone),,
R_6fXAl23fEjuZywh,2021,Staff,6.5,,0,0,0,0,0,5,5.0,,Permit parking on campus,,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,,,Mountain Campus (Main Campus),,"Faculty / Staff,Motorcycle",,,
R_1jpwuYKrVLt76bX,2021,Staff,3.0,2.7897741122117354,0,5,0,0,0,0,5.0,,Permit parking on campus,Sussex and Grant,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.84975,-114.02626
R_2w4inpoxsOKPYJU,2021,Faculty,8.0,9.059331713478507,0,0,1,0,0,0,1.0,,Reserved parking on campus,Mullen Ranch Clbu ,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.89464,-114.11804
R_1QaqL0UcDAeZCmn,2021,Student,2.0,2.4146973398668523,0,0,0,0,5,0,5.0,,Do not drive to campus,5th and Catlin,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Freshman,Mountain Campus (Main Campus),,,,46.86504,-114.02241
R_2zJ7Q8ph7jhCK6l,2021,Staff,11.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_cTRLksnbEyq2wlb,2021,Student,1.5,,0,0,4,0,0,0,6.0,,Permit parking on campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),84032,"Student: Full Year,Lewis & Clark Villages resident",Car (alone),,
R_3F21MrPFqmmTZfV,2021,Student,5.0,,0,0,0,0,4,0,4.0,,Do not drive to campus,Milltown ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,1-2,,Graduate Student,Mountain Campus (Main Campus),,,Plane,,
R_w4NGGIjAsvsSpbP,2021,Staff,15.0,,0,0,4,0,0,0,3.0,,Reserved parking on campus,Cambridge Road and Hwy 200,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_bvCSKLqaLUtrgXL,2021,Staff,3.5,3.3765559992245566,0,0,5,0,0,0,5.0,,Permit parking on campus,Brooks & Dixon,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,Electric hybrid,,Mountain Campus (Main Campus),,Faculty / Staff,,46.84062,-114.02983
R_vcTeyQdOcvTSg5r,2021,Student,1.0,0.9988429716088033,0,5,0,0,0,0,14.0,,Hourly pay parking on campus,Sussex Ave & Arthur,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.84976,-113.98919
R_1rdHF2hcu5DlPuo,2021,Student,1.5,1.3134297692725105,0,5,0,0,0,0,5.0,,Other,Sussex and Lester,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,40-49,,,Graduate Student,Mountain Campus (Main Campus),,,,46.84974,-113.99915
R_1Cg5L6sQRsIgaWf,2021,Faculty,1.8,1.8065509533097586,0,5,0,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,S 5th & Ivy,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.86503,-114.01264
R_248COMPYGGqIZEM,2021,Faculty,5.0,5.176490879950621,0,0,0,5,0,0,5.0,1,Permit parking on campus,South Hills Dr. and Orchard,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,Faculty / Staff,,46.82488,-114.04791
R_1LOtkogbiAH5xBk,2021,Staff,2.0,2.116001830035238,1,0,0,0,4,0,5.0,,On-street parking close to campus that does not require a UM permit,Pattee Canyon & Takima Dr,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,46.83784,-113.99146
R_1fdCrNHAynjffWv,2021,Student,2.0,3.0269379249494732,0,0,0,0,5,0,5.0,,Hourly pay parking on campus,3rd & Curtis,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Senior,Mountain Campus (Main Campus),,,,46.86694,-114.03164
R_XpOIn1V8SFExwNX,2021,Student,5.0,4.85455666225751,0,0,4,0,0,0,4.0,,Missoula College parking lot,Brooks & Miller Creek,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,25-29,,Gas- sedan,Sophomore,Missoula College,,Student: Half Year,,46.83291,-114.0501
R_pMqmnQEiVQA2dq1,2021,Student,1.3,,0,0,0,0,5,0,7.0,,Do not drive to campus,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Junior,Mountain Campus (Main Campus),59102,Student: Half Year,Car (alone),,
R_3R1KqOcdgNdR7wx,2021,Student,2.0,1.2015071292900212,0,0,7,0,0,0,15.0,,Permit parking on campus,4th and Chestnut ,,Male,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Full Year,,46.86599,-114.00201
R_1mypInsfMaDrSTg,2021,Student,2.0,1.5610693773768634,0,5,0,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,River St and Cottonwood,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86997,-114.00503
R_2tuiCILH21HVcWe,2021,Staff,30.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,50-59,,Electric hybrid,,Mountain Campus (Main Campus),,Faculty / Staff,,,
